Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast,Covid stringency index
08/02/2018,-2.5,2.4,7.3,34446.0625,,,,,,,,,,
09/02/2018,1.4,3.4,5.3,33178.60417,,,,,,,,,,
10/02/2018,-1.2,4.1,9.3,30784.64583,,,,,,,,,,
11/02/2018,1.3,3.1,5,27962.85417,,,,,,,,,,
12/02/2018,-0.9,2.7,6.3,33162,,,,,,,,,,
13/02/2018,1.4,3.1,4.7,34196.72917,,,,,,,,,,
14/02/2018,-2.2,2.5,7.3,34775.64583,,,,,,,,,,
15/02/2018,1.8,5,8.2,31891.33333,,,,,,,,,,
16/02/2018,0.1,4.4,8.7,32308.97917,,,,,,,,,,
17/02/2018,1.6,5.4,9.2,29574.25,,,,,,,,,,
18/02/2018,2.1,5.4,8.8,29662.27083,,,,,,,,,,
19/02/2018,5,7.9,10.8,33513.79167,,,,,,,,,,
20/02/2018,5.6,7.5,9.4,31629.1875,,,,,,,,,,
21/02/2018,2.6,4.9,7.2,33557.875,,,,,,,,,,
22/02/2018,0.6,2.6,4.7,33965.91667,,,,,,,,,,
23/02/2018,-2.6,1.2,5.1,33580.39583,,,,,,,,,,
24/02/2018,-1.6,2.1,5.9,29313.45833,,,,,,,,,,
25/02/2018,-1.3,1.5,4.3,28845.5625,,,,,,,,,,
26/02/2018,-2.8,-0.3,2.3,35095.45833,,,,,,,,,,
27/02/2018,-3.7,-1.2,1.3,36654.70833,,,,,,,,,,
28/02/2018,-5.9,-3.6,-1.3,36315.1875,,,,,,,,,,
01/03/2018,-6.4,-3.8,-1.2,37573.79167,,,,,,,,,,
02/03/2018,-4.7,-2.3,0.1,36835.1875,,,,,,,,,,
03/03/2018,-2.5,0.3,3,33671.95833,,,,,,,,,,
04/03/2018,-0.4,3.4,7.2,32043.375,,,,,,,,,,
05/03/2018,1.8,5.9,10,34584.75,,,,,,,,,,
06/03/2018,3.8,5.9,8,34004.125,,,,,,,,,,
07/03/2018,1.5,5.4,9.4,33278.4375,,,,,,,,,,
08/03/2018,1.5,5,8.5,32606.1875,,,,,,,,,,
09/03/2018,0.3,5.3,10.3,33372.4375,,,,,,,,,,
10/03/2018,3.2,8.1,13,28748.27083,,,,,,,,,,
11/03/2018,3.5,7.7,12,27930.83333,,,,,,,,,,
12/03/2018,5.8,7,8.1,32653.14583,,,,,,,,,,
13/03/2018,3.6,7.2,10.8,32346.85417,,,,,,,,,,
14/03/2018,1.9,6.6,11.3,30845,,,,,,,,,,
15/03/2018,6.2,8.5,10.7,31453.0625,,,,,,,,,,
16/03/2018,5.5,8.9,12.3,30206.10417,,,,,,,,,,
17/03/2018,-0.2,0.7,1.5,29735.125,,,,,,,,,,
18/03/2018,-2.8,-1.1,0.7,31201.1875,,,,,,,,,,
19/03/2018,-1.8,1.7,5.2,33841.5625,,,,,,,,,,
20/03/2018,0.1,3.9,7.7,34331,,,,,,,,,,
21/03/2018,-1,3.8,8.6,32486.52083,,,,,,,,,,
22/03/2018,3,6.5,9.9,31901.91667,,,,,,,,,,
23/03/2018,5.7,8.2,10.6,29995.16667,,,,,,,,,,
24/03/2018,4.7,7.1,9.6,29409.27083,,,,,,,,,,
25/03/2018,3.1,7.4,11.6,26578.04167,,,,,,,,,,
26/03/2018,0.9,6.4,11.9,30170.58333,,,,,,,,,,
27/03/2018,4.4,8.1,11.9,30887.1875,,,,,,,,,,
28/03/2018,4.1,6.3,8.4,31880.85417,,,,,,,,,,
29/03/2018,0.4,4.3,8.3,31814.33333,,,,,,,,,,
30/03/2018,2,5.2,8.3,28928.97917,,,,,,,,,,
31/03/2018,3.3,5.3,7.3,27644.16667,,,,,,,,,,
01/04/2018,2,5,7.9,26945.89583,,,,,,,,,,
02/04/2018,1.6,6.3,11,27863.60417,,,,,,,,,,
03/04/2018,5.8,9.7,13.6,29177.04167,,,,,,,,,,
04/04/2018,5.9,8.7,11.4,29810.25,,,,,,,,,,
05/04/2018,1.2,6.2,11.2,28270.16667,,,,,,,,,,
06/04/2018,4.1,9.6,15.1,27515.91667,,,,,,,,,,
07/04/2018,6.2,9.9,13.5,26946.27083,,,,,,,,,,
08/04/2018,6.6,8.7,10.8,26564.66667,,,,,,,,,,
09/04/2018,5.1,8.2,11.4,30457.4375,,,,,,,,,,
10/04/2018,6.5,8.4,10.4,30757.02083,,,,,,,,,,
11/04/2018,6.1,7,7.8,30801.91667,,,,,,,,,,
12/04/2018,5.4,6.6,7.8,31332.16667,,,,,,,,,,
13/04/2018,5.2,8.6,12.1,31058.89583,,,,,,,,,,
14/04/2018,6.2,11.5,16.7,25182.33333,,,,,,,,,,
15/04/2018,7.6,10.7,13.9,25206.75,,,,,,,,,,
16/04/2018,7.7,11,14.4,27070.75,,,,,,,,,,
17/04/2018,9.7,13.1,16.4,27162.04167,,,,,,,,,,
18/04/2018,11.6,17,22.4,25775.39583,,,,,,,,,,
19/04/2018,11,17.6,24.3,26141.5,,,,,,,,,,
20/04/2018,9.4,14.5,19.5,25507.125,,,,,,,,,,
21/04/2018,6.6,14.2,21.8,22614.52083,,,,,,,,,,
22/04/2018,11.1,14.4,17.7,21230.8125,,,,,,,,,,
23/04/2018,6.8,10.5,14.3,24995.39583,,,,,,,,,,
24/04/2018,9.2,11.5,13.8,27637.5625,,,,,,,,,,
25/04/2018,6.4,9.6,12.9,25702,,,,,,,,,,
26/04/2018,5.2,9.1,13,25548.72917,,,,,,,,,,
27/04/2018,4.8,7,9.2,29137.3125,,,,,,,,,,
28/04/2018,4.2,6.9,9.5,26189.875,,,,,,,,,,
29/04/2018,4.3,6.5,8.8,25166.66667,,,,,,,,,,
30/04/2018,3.2,7.1,11.1,28030.375,,,,,,,,,,
01/05/2018,1.4,7.7,14,26936.91667,,,,,,,,,,
02/05/2018,7.5,10,12.5,27243.45833,,,,,,,,,,
03/05/2018,3.4,9.1,14.8,27108.91667,,,,,,,,,,
04/05/2018,8.9,13.2,17.6,26681.1875,,,,,,,,,,
05/05/2018,6.5,13.9,21.3,21769.72917,,,,,,,,,,
06/05/2018,7,15.3,23.7,20263.83333,,,,,,,,,,
07/05/2018,8.3,16.9,25.6,21381.45833,,,,,,,,,,
08/05/2018,9,14.5,20,25032.97917,,,,,,,,,,
09/05/2018,6.3,11.5,16.6,25466.125,,,,,,,,,,
10/05/2018,7,11.1,15.2,24705.08333,,,,,,,,,,
11/05/2018,4.5,10,15.6,24552.1875,,,,,,,,,,
12/05/2018,4.6,9.6,14.6,23611.9375,,,,,,,,,,
13/05/2018,6.5,11.7,16.8,21698.04167,,,,,,,,,,
14/05/2018,4.4,11.4,18.5,24198.25,,,,,,,,,,
15/05/2018,7.1,13.7,20.4,24846.6875,,,,,,,,,,
16/05/2018,10.3,12,13.8,25475.08333,,,,,,,,,,
17/05/2018,3.7,9.6,15.5,24742.8125,,,,,,,,,,
18/05/2018,2.3,9.9,17.4,24837.10417,,,,,,,,,,
19/05/2018,4.4,12.5,20.6,21311.41667,,,,,,,,,,
20/05/2018,6.3,13.9,21.5,20591.14583,,,,,,,,,,
21/05/2018,7.5,15,22.6,24737.66667,,,,,,,,,,
22/05/2018,9.5,14.9,20.3,23571.5,,,,,,,,,,
23/05/2018,8.2,13.5,18.7,24000.625,,,,,,,,,,
24/05/2018,8.4,14.4,20.3,25706.54167,,,,,,,,,,
25/05/2018,10.6,13.3,16.1,25944.47917,,,,,,,,,,
26/05/2018,11.9,17.3,22.6,20740.35417,,,,,,,,,,
27/05/2018,11.7,18.2,24.7,20153.95833,,,,,,,,,,
28/05/2018,12.8,17.9,23,21304.60417,,,,,,,,,,
29/05/2018,12.5,15.3,18.1,24741.89583,,,,,,,,,,
30/05/2018,11.6,15.2,18.8,26403.77083,,,,,,,,,,
31/05/2018,13.1,17.9,22.6,26107.66667,,,,,,,,,,
01/06/2018,14.9,19,23.2,25437.375,,,,,,,,,,
02/06/2018,13.9,17.5,21.1,22323.10417,,,,,,,,,,
03/06/2018,11.7,17.7,23.7,20995.58333,,,,,,,,,,
04/06/2018,13.6,15.9,18.2,25512.45833,,,,,,,,,,
05/06/2018,10.2,13.9,17.6,25463.97917,,,,,,,,,,
06/06/2018,6.8,13.5,20.1,24433.85417,,,,,,,,,,
07/06/2018,8.8,14.3,19.8,25281.375,,,,,,,,,,
08/06/2018,10.9,15.1,19.3,25268.72917,,,,,,,,,,
09/06/2018,10.7,15.4,20.1,21466.52083,,,,,,,,,,
10/06/2018,10.5,16.3,22.1,20920.8125,,,,,,,,,,
11/06/2018,10.2,16.4,22.7,24012.58333,,,,,,,,,,
12/06/2018,9.7,14.2,18.7,25317.79167,,,,,,,,,,
13/06/2018,7,14,20.9,24418.97917,,,,,,,,,,
14/06/2018,13.2,16.4,19.7,23482.45833,,,,,,,,,,
15/06/2018,9,13.8,18.7,24257.33333,,,,,,,,,,
16/06/2018,9.8,14.2,18.6,21714.4375,,,,,,,,,,
17/06/2018,11.5,14.4,17.3,21312.52083,,,,,,,,,,
18/06/2018,12.7,16.6,20.5,23992.83333,,,,,,,,,,
