Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast
2/21/2018,2.6,4.9,7.2,33557.875,,,,,,,,,
2/22/2018,0.6,2.6,4.7,33965.91667,,,,,,,,,
2/23/2018,-2.6,1.2,5.1,33580.39583,,,,,,,,,
2/24/2018,-1.6,2.1,5.9,29313.45833,,,,,,,,,
2/25/2018,-1.3,1.5,4.3,28845.5625,,,,,,,,,
2/26/2018,-2.8,-0.3,2.3,35095.45833,,,,,,,,,
2/27/2018,-3.7,-1.2,1.3,36654.70833,,,,,,,,,
2/28/2018,-5.9,-3.6,-1.3,36315.1875,,,,,,,,,
3/1/2018,-6.4,-3.8,-1.2,37573.79167,,,,,,,,,
3/2/2018,-4.7,-2.3,0.1,36835.1875,,,,,,,,,
3/3/2018,-2.5,0.3,3,33671.95833,,,,,,,,,
3/4/2018,-0.4,3.4,7.2,32043.375,,,,,,,,,
3/5/2018,1.8,5.9,10,34584.75,,,,,,,,,
3/6/2018,3.8,5.9,8,34004.125,,,,,,,,,
3/7/2018,1.5,5.4,9.4,33278.4375,,,,,,,,,
3/8/2018,1.5,5,8.5,32606.1875,,,,,,,,,
3/9/2018,0.3,5.3,10.3,33372.4375,,,,,,,,,
3/10/2018,3.2,8.1,13,28748.27083,,,,,,,,,
3/11/2018,3.5,7.7,12,27930.83333,,,,,,,,,
3/12/2018,5.8,7,8.1,32653.14583,,,,,,,,,
3/13/2018,3.6,7.2,10.8,32346.85417,,,,,,,,,
3/14/2018,1.9,6.6,11.3,30845,,,,,,,,,
3/15/2018,6.2,8.5,10.7,31453.0625,,,,,,,,,
3/16/2018,5.5,8.9,12.3,30206.10417,,,,,,,,,
3/17/2018,-0.2,0.7,1.5,29735.125,,,,,,,,,
3/18/2018,-2.8,-1.1,0.7,31201.1875,,,,,,,,,
3/19/2018,-1.8,1.7,5.2,33841.5625,,,,,,,,,
3/20/2018,0.1,3.9,7.7,34331,,,,,,,,,
3/21/2018,-1,3.8,8.6,32486.52083,,,,,,,,,
3/22/2018,3,6.5,9.9,31901.91667,,,,,,,,,
